period,demand_mwh
2023-03-23 00:00:00+00:00,45661.125
2023-03-24 00:00:00+00:00,45766.75
2023-03-25 00:00:00+00:00,42334.125
2023-03-26 00:00:00+00:00,40051.166666666664
2023-03-27 00:00:00+00:00,42951.541666666664
2023-03-28 00:00:00+00:00,42632.916666666664
2023-03-29 00:00:00+00:00,40735.75
2023-03-30 00:00:00+00:00,42092.041666666664
2023-03-31 00:00:00+00:00,45866.708333333336
2023-04-01 00:00:00+00:00,43252.666666666664
2023-04-02 00:00:00+00:00,42517.791666666664
2023-04-03 00:00:00+00:00,48183.625
2023-04-04 00:00:00+00:00,50157.416666666664
2023-04-05 00:00:00+00:00,46760.833333333336
2023-04-06 00:00:00+00:00,41142.583333333336
2023-04-07 00:00:00+00:00,41184.583333333336
2023-04-08 00:00:00+00:00,38886.5
2023-04-09 00:00:00+00:00,38577.458333333336
2023-04-10 00:00:00+00:00,40533.5
2023-04-11 00:00:00+00:00,41877.916666666664
2023-04-12 00:00:00+00:00,42537.583333333336
2023-04-13 00:00:00+00:00,43048.583333333336
2023-04-14 00:00:00+00:00,44247.0
2023-04-15 00:00:00+00:00,45816.291666666664
2023-04-16 00:00:00+00:00,41338.875
2023-04-17 00:00:00+00:00,41280.375
2023-04-18 00:00:00+00:00,43161.083333333336
2023-04-19 00:00:00+00:00,45757.833333333336
2023-04-20 00:00:00+00:00,47885.875
2023-04-21 00:00:00+00:00,44336.166666666664
2023-04-22 00:00:00+00:00,41732.166666666664
2023-04-23 00:00:00+00:00,39339.708333333336
2023-04-24 00:00:00+00:00,39606.375
2023-04-25 00:00:00+00:00,41364.416666666664
2023-04-26 00:00:00+00:00,44249.0
2023-04-27 00:00:00+00:00,43805.291666666664
2023-04-28 00:00:00+00:00,43913.541666666664
2023-04-29 00:00:00+00:00,40037.208333333336
2023-04-30 00:00:00+00:00,39707.666666666664
2023-05-01 00:00:00+00:00,43899.0
2023-05-02 00:00:00+00:00,45129.541666666664
2023-05-03 00:00:00+00:00,46106.0
2023-05-04 00:00:00+00:00,47032.5
2023-05-05 00:00:00+00:00,52035.625
2023-05-06 00:00:00+00:00,52197.5
2023-05-07 00:00:00+00:00,48665.25
2023-05-08 00:00:00+00:00,50620.166666666664
2023-05-09 00:00:00+00:00,49628.666666666664
2023-05-10 00:00:00+00:00,47107.041666666664
2023-05-11 00:00:00+00:00,50008.083333333336
2023-05-12 00:00:00+00:00,54226.25
2023-05-13 00:00:00+00:00,48482.833333333336
2023-05-14 00:00:00+00:00,44552.416666666664
2023-05-15 00:00:00+00:00,48613.416666666664
2023-05-16 00:00:00+00:00,48265.125
2023-05-17 00:00:00+00:00,47752.041666666664
2023-05-18 00:00:00+00:00,50475.875
2023-05-19 00:00:00+00:00,53603.916666666664
2023-05-20 00:00:00+00:00,48829.583333333336
2023-05-21 00:00:00+00:00,44233.75
2023-05-22 00:00:00+00:00,47144.208333333336
2023-05-23 00:00:00+00:00,50978.041666666664
2023-05-24 00:00:00+00:00,51376.583333333336
2023-05-25 00:00:00+00:00,51055.833333333336
2023-05-26 00:00:00+00:00,51312.5
2023-05-27 00:00:00+00:00,49479.0
2023-05-28 00:00:00+00:00,47991.875
2023-05-29 00:00:00+00:00,49108.916666666664
2023-05-30 00:00:00+00:00,50994.333333333336
2023-05-31 00:00:00+00:00,52864.916666666664
2023-06-01 00:00:00+00:00,54072.625
2023-06-02 00:00:00+00:00,54698.25
2023-06-03 00:00:00+00:00,52869.5
2023-06-04 00:00:00+00:00,49064.083333333336
2023-06-05 00:00:00+00:00,49889.916666666664
2023-06-06 00:00:00+00:00,50615.166666666664
2023-06-07 00:00:00+00:00,52439.0
2023-06-08 00:00:00+00:00,53656.833333333336
2023-06-09 00:00:00+00:00,55115.041666666664
2023-06-10 00:00:00+00:00,58733.166666666664
2023-06-11 00:00:00+00:00,56537.708333333336
2023-06-12 00:00:00+00:00,58789.333333333336
2023-06-13 00:00:00+00:00,57775.458333333336
2023-06-14 00:00:00+00:00,58678.75
2023-06-15 00:00:00+00:00,61901.458333333336
2023-06-16 00:00:00+00:00,62680.791666666664
2023-06-17 00:00:00+00:00,60795.625
